table_id,image_file,class,order,alliance,association,releve_id,ref_code,map_reference,os_grid_square,os_grid_reference,easting,northing,latitude,longitude,altitude_ft,altitude_m,aspect_deg,slope_deg,cover_pct,plot_area_m2,species_reported,species,domin_value,domin_cover_min_pct,domin_cover_max_pct,presence_binary,raw_value,constancy_class,summary_value,total_species_reported,needs_review,note
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,6,B68-038,376663,NG,NG376663,137600,866300,57.610114,-6.394977,5,,,,80,4,13,Stellaria media,.,0,0,0,.,V,2.9,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,7,B68-128,596268,NG,NG596268,159600,826800,57.268426,-5.988945,10,,,,40,4,9,Stellaria media,6,25,33,1,6,V,2.9,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,8,B68-036,375661,NG,NG375661,137500,866100,57.608265,-6.396429,60,,,,60,4,15,Stellaria media,+,,,1,+,V,2.9,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,9,B68-037,376663,NG,NG376663,137600,866300,57.610114,-6.394977,25,,,,75,4,13,Stellaria media,+,,,1,+,V,2.9,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,1,B68-118,395437,NG,NG395437,139500,843700,57.408796,-6.339131,20,,,,50,16,11,Tripleurospermum maritimum,3,0,4,1,3,IV,1.7,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,2,B68-153,260566,NG,NG260566,126000,856600,57.516373,-6.577565,20,,,,70,4,18,Tripleurospermum maritimum,3,0,4,1,3,IV,1.7,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,3,B68-140,415520,NG,NG415520,141500,852000,57.484281,-6.314699,15,,,,50,16,12,Tripleurospermum maritimum,3,0,4,1,3,IV,1.7,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,4,B68-198,222612,NG,NG222612,122200,861200,57.555242,-6.646038,10,,,,100,4,13,Tripleurospermum maritimum,1,0,4,1,1,IV,1.7,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,5,B68-201,323385,NG,NG323385,132300,838500,57.358048,-6.452948,25,,,,100,4,19,Tripleurospermum maritimum,8,50,75,1,8,IV,1.7,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,6,B68-038,376663,NG,NG376663,137600,866300,57.610114,-6.394977,5,,,,80,4,13,Tripleurospermum maritimum,.,0,0,0,.,IV,1.7,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,7,B68-128,596268,NG,NG596268,159600,826800,57.268426,-5.988945,10,,,,40,4,9,Tripleurospermum maritimum,.,0,0,0,.,IV,1.7,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,8,B68-036,375661,NG,NG375661,137500,866100,57.608265,-6.396429,60,,,,60,4,15,Tripleurospermum maritimum,.,0,0,0,.,IV,1.7,48,false,
table_4_9,images/Birks-HJB-1973-Present-Flora-Veg-Skye_9.png,CAKILETEA MARITIMAE,CAKILETALIA MARITIMAE,Atriplicion littoralis,Atriplex glabriuscula-Rumex crispus,9,B68-037,376663,NG,NG376663,137600,866300,57.610114,-6.394977,25,,,,75,4,13,Tripleurospermum maritimum,+,,,1,+,IV,1.7,48,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,1,B68-354,590106,NG,NG590106,159000,810600,57.122940,-5.983185,250,,,,50,4,4,Equisetum fluviatile,.,0,0,0,.,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,2,B68-025,472306,NG,NG472306,147200,830600,57.295784,-6.197881,300,,,,20,4,6,Equisetum fluviatile,.,0,0,0,.,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,3,B68-044,502652,NG,NG502652,150200,865200,57.607409,-6.183542,250,,,,40,4,6,Equisetum fluviatile,+,,,1,+,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,4,B68-175,222412,NG,NG222412,122200,841200,57.376179,-6.623325,800,,,,50,4,4,Equisetum fluviatile,.,0,0,0,.,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,5,B68-225,679205,NG,NG679205,167900,820500,57.216250,-5.845748,150,,,,50,4,7,Equisetum fluviatile,.,0,0,0,.,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,6,B68-327,685205,NG,NG685205,168500,820500,57.216554,-5.835836,200,,,,50,4,7,Equisetum fluviatile,5,10,25,1,5,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,7,B68-253,666205,NG,NG666205,166600,820500,57.215590,-5.867223,50,,,,50,4,8,Equisetum fluviatile,.,0,0,0,.,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,8,B68-078,416182,NG,NG416182,141600,818200,57.181575,-6.277637,275,,,,50,4,8,Equisetum fluviatile,.,0,0,0,.,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,9,B68-291,676105,NG,NG676105,167600,810500,57.126471,-5.841382,200,,,,100,4,9,Equisetum fluviatile,.,0,0,0,.,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,10,B68-295,696113,NG,NG696113,169600,811300,57.134648,-5.809158,350,,,,100,4,8,Equisetum fluviatile,+,,,1,+,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,11,B68-296,657110,NG,NG657110,165700,811000,57.129988,-5.873161,350,,,,100,4,5,Equisetum fluviatile,.,0,0,0,.,II,0.6,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,1,B68-354,590106,NG,NG590106,159000,810600,57.122940,-5.983185,250,,,,50,4,4,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,2,B68-025,472306,NG,NG472306,147200,830600,57.295784,-6.197881,300,,,,20,4,6,Isoetes lacustris,3,0,4,1,3,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,3,B68-044,502652,NG,NG502652,150200,865200,57.607409,-6.183542,250,,,,40,4,6,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,4,B68-175,222412,NG,NG222412,122200,841200,57.376179,-6.623325,800,,,,50,4,4,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,5,B68-225,679205,NG,NG679205,167900,820500,57.216250,-5.845748,150,,,,50,4,7,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,6,B68-327,685205,NG,NG685205,168500,820500,57.216554,-5.835836,200,,,,50,4,7,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,7,B68-253,666205,NG,NG666205,166600,820500,57.215590,-5.867223,50,,,,50,4,8,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,8,B68-078,416182,NG,NG416182,141600,818200,57.181575,-6.277637,275,,,,50,4,8,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,9,B68-291,676105,NG,NG676105,167600,810500,57.126471,-5.841382,200,,,,100,4,9,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,10,B68-295,696113,NG,NG696113,169600,811300,57.134648,-5.809158,350,,,,100,4,8,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,11,B68-296,657110,NG,NG657110,165700,811000,57.129988,-5.873161,350,,,,100,4,5,Isoetes lacustris,.,0,0,0,.,I,0.7,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,1,B68-354,590106,NG,NG590106,159000,810600,57.122940,-5.983185,250,,,,50,4,4,Baldellia ranunculoides,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,2,B68-025,472306,NG,NG472306,147200,830600,57.295784,-6.197881,300,,,,20,4,6,Baldellia ranunculoides,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,3,B68-044,502652,NG,NG502652,150200,865200,57.607409,-6.183542,250,,,,40,4,6,Baldellia ranunculoides,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,4,B68-175,222412,NG,NG222412,122200,841200,57.376179,-6.623325,800,,,,50,4,4,Baldellia ranunculoides,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,5,B68-225,679205,NG,NG679205,167900,820500,57.216250,-5.845748,150,,,,50,4,7,Baldellia ranunculoides,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,6,B68-327,685205,NG,NG685205,168500,820500,57.216554,-5.835836,200,,,,50,4,7,Baldellia ranunculoides,4,4,10,1,4,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,7,B68-253,666205,NG,NG666205,166600,820500,57.215590,-5.867223,50,,,,50,4,8,Baldellia ranunculoides,5,10,25,1,5,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,8,B68-078,416182,NG,NG416182,141600,818200,57.181575,-6.277637,275,,,,50,4,8,Baldellia ranunculoides,2,0,4,1,2,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,9,B68-291,676105,NG,NG676105,167600,810500,57.126471,-5.841382,200,,,,100,4,9,Baldellia ranunculoides,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,10,B68-295,696113,NG,NG696113,169600,811300,57.134648,-5.809158,350,,,,100,4,8,Baldellia ranunculoides,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,11,B68-296,657110,NG,NG657110,165700,811000,57.129988,-5.873161,350,,,,100,4,5,Baldellia ranunculoides,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,1,B68-354,590106,NG,NG590106,159000,810600,57.122940,-5.983185,250,,,,50,4,4,Carex nigra,.,0,0,0,.,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,2,B68-025,472306,NG,NG472306,147200,830600,57.295784,-6.197881,300,,,,20,4,6,Carex nigra,.,0,0,0,.,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,3,B68-044,502652,NG,NG502652,150200,865200,57.607409,-6.183542,250,,,,40,4,6,Carex nigra,.,0,0,0,.,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,4,B68-175,222412,NG,NG222412,122200,841200,57.376179,-6.623325,800,,,,50,4,4,Carex nigra,.,0,0,0,.,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,5,B68-225,679205,NG,NG679205,167900,820500,57.216250,-5.845748,150,,,,50,4,7,Carex nigra,4,4,10,1,4,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,6,B68-327,685205,NG,NG685205,168500,820500,57.216554,-5.835836,200,,,,50,4,7,Carex nigra,.,0,0,0,.,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,7,B68-253,666205,NG,NG666205,166600,820500,57.215590,-5.867223,50,,,,50,4,8,Carex nigra,.,0,0,0,.,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,8,B68-078,416182,NG,NG416182,141600,818200,57.181575,-6.277637,275,,,,50,4,8,Carex nigra,2,0,4,1,2,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,9,B68-291,676105,NG,NG676105,167600,810500,57.126471,-5.841382,200,,,,100,4,9,Carex nigra,.,0,0,0,.,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,10,B68-295,696113,NG,NG696113,169600,811300,57.134648,-5.809158,350,,,,100,4,8,Carex nigra,.,0,0,0,.,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,11,B68-296,657110,NG,NG657110,165700,811000,57.129988,-5.873161,350,,,,100,4,5,Carex nigra,.,0,0,0,.,II,0.9,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,1,B68-354,590106,NG,NG590106,159000,810600,57.122940,-5.983185,250,,,,50,4,4,Eleocharis palustris,.,0,0,0,.,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,2,B68-025,472306,NG,NG472306,147200,830600,57.295784,-6.197881,300,,,,20,4,6,Eleocharis palustris,.,0,0,0,.,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,3,B68-044,502652,NG,NG502652,150200,865200,57.607409,-6.183542,250,,,,40,4,6,Eleocharis palustris,.,0,0,0,.,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,4,B68-175,222412,NG,NG222412,122200,841200,57.376179,-6.623325,800,,,,50,4,4,Eleocharis palustris,.,0,0,0,.,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,5,B68-225,679205,NG,NG679205,167900,820500,57.216250,-5.845748,150,,,,50,4,7,Eleocharis palustris,.,0,0,0,.,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,6,B68-327,685205,NG,NG685205,168500,820500,57.216554,-5.835836,200,,,,50,4,7,Eleocharis palustris,.,0,0,0,.,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,7,B68-253,666205,NG,NG666205,166600,820500,57.215590,-5.867223,50,,,,50,4,8,Eleocharis palustris,4,4,10,1,4,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,8,B68-078,416182,NG,NG416182,141600,818200,57.181575,-6.277637,275,,,,50,4,8,Eleocharis palustris,5,10,25,1,5,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,9,B68-291,676105,NG,NG676105,167600,810500,57.126471,-5.841382,200,,,,100,4,9,Eleocharis palustris,4,4,10,1,4,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,10,B68-295,696113,NG,NG696113,169600,811300,57.134648,-5.809158,350,,,,100,4,8,Eleocharis palustris,3,0,4,1,3,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,11,B68-296,657110,NG,NG657110,165700,811000,57.129988,-5.873161,350,,,,100,4,5,Eleocharis palustris,.,0,0,0,.,III,2.1,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,1,B68-354,590106,NG,NG590106,159000,810600,57.122940,-5.983185,250,,,,50,4,4,Eleogiton fluitans,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,2,B68-025,472306,NG,NG472306,147200,830600,57.295784,-6.197881,300,,,,20,4,6,Eleogiton fluitans,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,3,B68-044,502652,NG,NG502652,150200,865200,57.607409,-6.183542,250,,,,40,4,6,Eleogiton fluitans,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,4,B68-175,222412,NG,NG222412,122200,841200,57.376179,-6.623325,800,,,,50,4,4,Eleogiton fluitans,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,5,B68-225,679205,NG,NG679205,167900,820500,57.216250,-5.845748,150,,,,50,4,7,Eleogiton fluitans,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,6,B68-327,685205,NG,NG685205,168500,820500,57.216554,-5.835836,200,,,,50,4,7,Eleogiton fluitans,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,7,B68-253,666205,NG,NG666205,166600,820500,57.215590,-5.867223,50,,,,50,4,8,Eleogiton fluitans,3,0,4,1,3,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,8,B68-078,416182,NG,NG416182,141600,818200,57.181575,-6.277637,275,,,,50,4,8,Eleogiton fluitans,5,10,25,1,5,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,9,B68-291,676105,NG,NG676105,167600,810500,57.126471,-5.841382,200,,,,100,4,9,Eleogiton fluitans,3,0,4,1,3,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,10,B68-295,696113,NG,NG696113,169600,811300,57.134648,-5.809158,350,,,,100,4,8,Eleogiton fluitans,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,11,B68-296,657110,NG,NG657110,165700,811000,57.129988,-5.873161,350,,,,100,4,5,Eleogiton fluitans,.,0,0,0,.,II,1.0,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,1,B68-354,590106,NG,NG590106,159000,810600,57.122940,-5.983185,250,,,,50,4,4,Juncus articulatus,5,10,25,1,5,IV,2.3,18,false,
table_4_10,images/Birks-HJB-1973-Present-Flora-Veg-Skye_10.png,LITTORELLETEA,LITTORELLETALIA,Littorellion uniflorae,Littorella uniflora-Lobelia dortmanna,2,B68-025,472306,NG,NG472306,147200,830600,57.295784,-6.197881,300,,,,20,4,6,Juncus articulatus,3,0,4,1,3,IV,2.3,18,false,
